AGNT_EMP_NO,HIRE_DT,PARTNER,SITE_DESC,LOCATION,NO_DAYS_AFTER_HIRE,FLAG_ATTRITION,PASS_FAIL,Month1Diff,Month2Diff,Month3Diff,Month4Diff,Month5Diff,Month6Diff,Month7Diff,Month8Diff,Month9Diff,Month10Diff,Month11Diff,Month12Diff,LockDiff,RESULTS,LOB,PF_SEGMENT_QUARTILE1,PF_SEGMENT_QUARTILE2,PF_SEGMENT_QUARTILE3,PF_SEGMENT_QUARTILE4,PF_SEGMENT_QUARTILE5,PF_SEGMENT_QUARTILE6,PF_SEGMENT_QUARTILE7,PF_SEGMENT_QUARTILE8,PF_SEGMENT_QUARTILE9,PF_SEGMENT_QUARTILE10,PF_SEGMENT_QUARTILE11,PF_SEGMENT_QUARTILE12,ABT_AHT1,ABT_AHT2,ABT_AHT3,ABT_AHT4,ABT_AHT5,ABT_AHT6,ABT_AHT7,ABT_AHT8,ABT_AHT9,ABT_AHT10,ABT_AHT11,ABT_AHT12,FCR71,FCR72,FCR73,FCR74,FCR75,FCR76,FCR77,FCR78,FCR79,FCR710,FCR711,FCR712,SR_60D1,SR_60D2,SR_60D3,SR_60D4,SR_60D5,SR_60D6,SR_60D7,SR_60D8,SR_60D9,SR_60D10,SR_60D11,SR_60D12,AGNT_SEGMENT_NM_Month_1,AGNT_SEGMENT_NM_Month_2,AGNT_SEGMENT_NM_Month_3,AGNT_SEGMENT_NM_Month_4,AGNT_SEGMENT_NM_Month_5,AGNT_SEGMENT_NM_Month_6,AGNT_SEGMENT_NM_Month_7,AGNT_SEGMENT_NM_Month_8,AGNT_SEGMENT_NM_Month_9,AGNT_SEGMENT_NM_Month_10,AGNT_SEGMENT_NM_Month_11,AGNT_SEGMENT_NM_Month_12,AGNT_SEGMENT_NM_Month_13,DEPT_NM_Month_1,DEPT_NM_Month_2,DEPT_NM_Month_3,DEPT_NM_Month_4,DEPT_NM_Month_5,DEPT_NM_Month_6,DEPT_NM_Month_7,DEPT_NM_Month_8,DEPT_NM_Month_9,DEPT_NM_Month_10,DEPT_NM_Month_11,DEPT_NM_Month_12,DEPT_NM_Month_13
EZ24699,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,NOT RECOMMENDED,BM,,,,,,,4,4,3,4,3,1,,,,,,,963.305882,597.565084,570.126174,522.921703,578.936507,634.495,,,,,,,0.559524,0.555039,0.60137,0.618385,0.602166,0.694987,,,,,,,,,0.955991,0.964338,0.967015,0.948804,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24701,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED,BM,,,,,,,4,4,3,3,3,3,,,,,,,970.941176,747.237668,662.538888,591.353497,576.760695,690.174632,,,,,,,0.507463,0.594534,0.666667,0.646947,0.620271,0.634497,,,,,,,,,0.958717,0.944949,0.971097,0.954071,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24702,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,64,1,FAIL,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,NOT RECOMMENDED,BM,,,,,,,4,4,,,,,,,,,,,954.181818,897.859872,,,,,,,,,,,0.541667,0.61438,,,,,,,,,,,,,,,,,,,,,,,Consumer,Consumer,Consumer,,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,,,,
EZ24703,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,NOT RECOMMENDED,BM,,,,,,,4,4,4,3,2,2,,,,,,,822.778688,719.016845,698.27037,585.876521,521.793269,541.005624,,,,,,,0.579832,0.612404,0.666045,0.696114,0.641464,0.643128,,,,,,,,,0.950133,0.952281,0.967945,0.959854,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24704,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,4,4,2,2,,,,,,,934.504672,758.370312,665.147651,549.425925,494.442967,575.830769,,,,,,,0.552381,0.627359,0.632654,0.670683,0.642697,0.648149,,,,,,,,,0.955045,0.953476,0.968085,0.952862,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24705,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,134,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,,,,,,,,,,,1201.3125,905.667377,,,,,,,,,,,0.569621,0.598699,,,,,,,,,,,,,,,,,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,,
EZ24707,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,179,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,2,4,4,4,4,2,,,,,,,1065.91,724.828903,743.907854,665.477777,631.301587,651.891089,,,,,,,0.72449,0.59596,0.669196,0.676967,0.631579,0.651516,,,,,,,,,0.954719,0.951157,0.960991,0.936994,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24708,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,64,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED,BM,,,,,,,4,4,,,,,,,,,,,1111.414634,838.252808,,,,,,,,,,,0.5375,0.579546,,,,,,,,,,,,,,,,,,,,,,,Consumer,Consumer,Consumer,,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,,,,
EZ24709,29-Jun-17,,IQOR - Philippines - ILOILO,OFFSHORE,18,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumer,,,,,,,,,,,,,Consumer Care,,,,,,
EZ24710,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED,BM,,,,,,,4,3,1,1,1,1,,,,,,,1133.488372,649.358543,562.694369,521.150084,,,,,,,,,0.690477,0.642656,0.726288,0.738462,0.669754,0.752476,,,,,,,,,0.950954,0.967281,,,,,,,,,Consumer,Consumer,Consumer,Consumer,Client Solutions,Client Solutions,Client Solutions,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ24711,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,4,4,1,1,,,,,,,1066.898876,759.065637,669.762829,585.893265,553.90823,551.327586,,,,,,,0.609196,0.627451,0.650281,0.649485,0.726839,0.707435,,,,,,,,,0.953533,0.962736,0.95762,0.943176,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24712,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,84,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,4,,,,,,,,,,969.494736,984.14225,736.480984,,,,,,,,,,0.51579,0.618844,0.56582,,,,,,,,,,,,0.95716,,,,,,,,,,Consumer,Consumer,Consumer,,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,,,,
EZ24713,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,4,4,3,3,,,,,,,1379.186666,845.294736,749.053016,644.364814,603.694444,773.70046,,,,,,,0.555556,0.645923,0.634192,0.647941,0.663552,0.644183,,,,,,,,,0.941125,0.967797,0.962751,0.942759,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24714,29-Jun-17,,IQOR - Philippines - ILOILO,OFFSHORE,13,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumer,,,,,,,,,,,,,Consumer Care,,,,,,
EZ24715,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,NOT RECOMMENDED,BM,,,,,,,4,4,2,4,3,3,,,,,,,1135.418367,836.831649,675.562101,639.780219,641.547517,669.699453,,,,,,,0.57732,0.602717,0.71613,0.677778,0.680116,0.627301,,,,,,,,,0.954264,0.957432,0.965093,0.955324,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24716,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,3,4,4,3,3,,,,,,,983.831325,818.074074,701.561643,592.152337,602.495786,739.462351,,,,,,,0.585366,0.704673,0.676336,0.626525,0.639368,0.605192,,,,,,,,,0.956494,0.957623,0.959216,0.951947,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24717,23-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,191,1,PASS,-143,-115,-84,-54,-23,7,38,69,99,130,160,191,-53,RECOMMENDED,BM,,,,,,,4,4,4,4,4,3,,,,,,,945.699029,595.378378,586.196762,574.559139,521.726506,457.920255,,,,,,,0.46602,0.596372,0.608041,0.628727,0.630171,0.565069,,,,,,,,,0.957047,0.961653,0.958982,0.945603,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24718,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,3,4,3,1,,,,,,,993.035294,623.580286,575.109243,515.344287,581.756177,582.423976,,,,,,,0.52381,0.619968,0.644476,0.62381,0.643813,0.798474,,,,,,,,,0.960521,0.954142,0.97237,0.960105,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24719,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED,BM,,,,,,,4,4,2,2,2,2,,,,,,,1055.095238,885.648044,657.607198,573.185867,570.720524,572.584337,,,,,,,0.566266,0.673546,0.719048,0.705608,0.707101,0.673914,,,,,,,,,0.965977,0.968635,0.966147,0.958081,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24720,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,47,1,FAIL,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,NOT RECOMMENDED,BM,,,,,,,4,4,4,,,,,,,,,,1145.337662,839.597457,773.513513,,,,,,,,,,0.688312,0.599138,0.541667,,,,,,,,,,,,0.9517,,,,,,,,,,Consumer,Consumer,Consumer,Consumer,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,,,
EZ24721,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,64,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,,,,,,,,,,,806.810526,625.951374,,,,,,,,,,,0.585107,0.558887,,,,,,,,,,,,,,,,,,,,,,,Consumer,Consumer,Consumer,Consumer,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,,,
EZ24722,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,NOT RECOMMENDED,BM,,,,,,,2,4,4,4,2,3,,,,,,,977.65432,821.787234,660.917541,589.180806,581.41884,599.316195,,,,,,,0.7,0.604652,0.624621,0.638773,0.696429,0.613388,,,,,,,,,0.957846,0.95118,0.965764,0.958979,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24723,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,4,3,2,2,,,,,,,907.509259,788.011326,620.445344,557.626777,524.784705,577.961681,,,,,,,0.570094,0.553018,0.570069,0.656699,0.677109,0.659218,,,,,,,,,0.963208,0.962764,0.961836,0.937765,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24724,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,3,3,2,1,,,,,,,903.574257,764.060606,596.859284,578.867415,556.208502,592.192131,,,,,,,0.514852,0.609404,0.660819,0.67347,0.700206,0.73066,,,,,,,,,0.95447,0.955187,0.96656,0.950353,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24726,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED,BM,,,,,,,4,4,4,2,1,1,,,,,,,792.762711,570.680573,597.135416,505.924426,485.830832,488.046843,,,,,,,0.618645,0.624672,0.649547,0.680385,0.705308,0.684455,,,,,,,,,0.961099,0.973527,0.972438,0.943473,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24757,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,89,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,4,,,,,,,,,,977.321428,702.394216,571.945205,,,,,,,,,,0.701493,0.641816,0.485715,,,,,,,,,,,,0.965816,,,,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,,,
EZ24758,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,3,3,3,3,,,,,,,698.474358,632.094462,586.118644,533.792332,502.660614,583.021346,,,,,,,0.604027,0.677967,0.703928,0.675042,0.673135,0.700693,,,,,,,,,0.964893,0.962089,0.961153,0.951591,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24759,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,115,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED,BM,,,,,,,4,4,3,4,,,,,,,,,721.028571,560.846344,472.059071,513.185819,,,,,,,,,0.615385,0.607143,0.646465,0.670104,,,,,,,,,,,0.963272,0.973647,,,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,,
EZ24760,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,46,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED,BM,,,,,,,4,4,,,,,,,,,,,816.871165,768.639534,,,,,,,,,,,0.603897,0.670887,,,,,,,,,,,,,,,,,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,,,,
EZ24761,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,2,3,1,2,,,,,,,689.4467,550.384482,478.986348,486.301621,456.527374,541.989485,,,,,,,0.628273,0.647273,0.687672,0.723307,0.729242,0.651049,,,,,,,,,0.964471,0.966245,0.966807,0.957555,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24762,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,3,3,3,3,,,,,,,862.246666,804.523424,643.577172,589.170731,609.563909,637.687821,,,,,,,0.647888,0.638699,0.701245,0.71298,0.695103,0.672132,,,,,,,,,0.966036,0.973321,0.973884,0.954607,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24763,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,46,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,3,,,,,,,,,,,829.436507,699.60396,,,,,,,,,,,0.650407,0.693878,,,,,,,,,,,,,,,,,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,,,,
EZ24764,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,STRONGLY RECOMMENDED,BM,,,,,,,4,2,2,1,1,1,,,,,,,575.256157,460.024326,465.587485,410.554611,388.848383,458.927272,,,,,,,0.61579,0.677122,0.6956,0.704226,0.690059,0.667587,,,,,,,,,0.963062,0.963303,0.966724,0.946608,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24765,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,1,1,1,1,,,,,,,877.227848,518.688468,384.642447,408.685283,441.133079,486.849734,,,,,,,0.630137,0.632912,0.682318,0.737441,0.740854,0.674582,,,,,,,,,0.966954,0.969624,0.963373,0.954166,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24766,29-Jun-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,129,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,4,4,3,,,,,,,,,798.143835,751.241379,652.425,508.033678,,,,,,,,,0.711112,0.672132,0.636364,0.66488,,,,,,,,,,,0.972571,0.955711,,,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,,
EZ24774,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,NOT RECOMMENDED,BM,,,,,,,4,4,4,3,3,2,,,,,,,1653.016129,982.475587,711.954898,615.282786,636.71833,667.44778,,,,,,,0.532259,0.644445,0.672414,0.671252,0.684849,0.685061,,,,,,,,,0.967798,0.962148,0.963418,0.96016,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24776,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,161,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,RECOMMENDED WITH RESERVATION,BM,,,,,,,4,3,2,2,3,,,,,,,,619.264285,464.795294,448.769833,383.468,321.125,,,,,,,,0.489209,0.591982,0.645834,0.639078,0.603175,,,,,,,,,,0.949938,0.955318,0.97781,,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,
EZ24777,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,138,1,PASS,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,STRONGLY RECOMMENDED,BM,,,,,,,4,4,4,3,,,,,,,,,911.869565,697.782552,529.688888,533.383631,,,,,,,,,0.5,0.590552,0.627312,0.654546,,,,,,,,,,,0.948048,0.955315,,,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,,
EZ24779,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,NOT RECOMMENDED,BM,,,,,,,4,4,3,4,4,3,,,,,,,972.636363,780.304477,651.784342,599.454545,598.028235,620.283084,,,,,,,0.62069,0.635401,0.672132,0.641484,0.638856,0.621174,,,,,,,,,0.955919,0.959254,0.963386,0.948544,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24794,29-Jun-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,-149,-121,-90,-60,-29,1,32,63,93,124,154,185,-59,NOT RECOMMENDED,BM,,,,,,,4,4,4,3,3,3,,,,,,,1023.418918,933.540918,708.254518,566.794478,557.42233,635.686586,,,,,,,0.638889,0.655242,0.650307,0.658386,0.666124,0.662242,,,,,,,,,0.957401,0.96204,0.965433,0.939375,,,,,,,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,Consumer,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ24808,05-Jun-17,Nordia,Nordia - Montreal,ONSHORE,0,0,FAIL,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,NOT RECOMMENDED,SB,,,,,,,,,1,,,,,,,,,,,,692.817829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Loyalty Outbound,SB Loyalty Outbound,SB Loyalty Outbound,SB Loyalty Outbound,SB Loyalty Outbound,SB Loyalty Outbound,SB Loyalty Outbound,,,,,,,Loyalty Outbound,Loyalty Outbound,Loyalty Outbound,Loyalty Outbound,Loyalty Outbound,Loyalty Outbound,Loyalty Outbound
EZ24811,03-Jul-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-153,-125,-94,-64,-33,-3,28,59,89,120,150,181,-63,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,,,,,,,,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound
EZ24812,03-Jul-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,FAIL,-153,-125,-94,-64,-33,-3,28,59,89,120,150,181,-63,NOT RECOMMENDED,BRS,,,,,,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,,,,,,,,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound
EZ24813,03-Jul-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,71,1,PASS,-153,-125,-94,-64,-33,-3,28,59,89,120,150,181,-63,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,,,,,,,,,,,,Collection Outbound,Collection Outbound,,,,
